"","Participant","Gender","Age","Lextale score","OrderofOccurrence","ItemType","item","AdjectiveFreq","NounFreq","LemNounFreq","CollFreq","LemCollFreq","LDscores","Length","ErrorRate","ReactionTime","Language"
"3349","TT04","M",22,60,1,"Baseline","demokratik güvenlik",5.1,5.29,5.43,0,2.36,0,18,1,1.320745945,"Turkish"
"3350","TT04","M",22,60,2,"Baseline","gerçek yıl",5.57,5.88,6.45,0,0,0,9,1,1.053189993,"Turkish"
"3351","TT04","M",22,60,1,"Baseline","hazır süre",5.15,5.65,5.89,0,2.7,0,9,1,1.049525023,"Turkish"
"3352","TT04","M",22,60,2,"Baseline","egemen kız",4.93,5.54,5.74,0,0,0,9,1,0.853456974,"Turkish"
"3353","TT04","M",22,60,2,"Baseline","karanlık bakım",5,4.52,5.54,0,0,0,13,1,1.254326105,"Turkish"
"3354","TT04","M",22,60,1,"Baseline","Kültürel yanıt",5.2,4.99,5.26,0,0,0,13,1,1.219235897,"Turkish"
"3355","TT04","M",22,60,1,"Baseline","boş ceza",5.25,5.03,5.38,0,0,0,7,1,1.002596855,"Turkish"
"3356","TT04","M",22,60,1,"Baseline","emin meslek",5.01,5.03,5.32,0,0,0,11,1,1.17042613,"Turkish"
"3357","TT04","M",22,60,1,"Baseline","çağdaş faiz",5.03,5,5.2,0,0,0,10,1,1.085479021,"Turkish"
"3358","TT04","M",22,60,1,"Baseline","zor şarap",5.46,4.59,4.81,0,0,0,10,1,0.820693016,"Turkish"
"3359","TT04","M",22,60,2,"Baseline","bağlı karar",5.58,5.58,5.93,0,3.39,0,9,1,1.002956867,"Turkish"
"3360","TT04","M",22,60,1,"Baseline","sert sanat",5.04,5.31,5.59,0,0,0,9,1,1.169907093,"Turkish"
"3361","TT04","M",22,60,2,"Baseline","büyük işçi",6.24,5.25,5.51,0,3.55,0,9,1,1.237286091,"Turkish"
"3362","TT04","M",22,60,1,"Baseline","mutlu vergi",5.24,5.27,5.49,0,0,0,10,1,0.88695097,"Turkish"
"3363","TT04","M",22,60,2,"Baseline","yavaş görev",5.35,5.24,5.74,0,0,0,10,1,0.970179081,"Turkish"
"3364","TT04","M",22,60,2,"Baseline","rahat destek",5.14,5.2,5.45,0,0,0,11,1,1.137971163,"Turkish"
"3365","TT04","M",22,60,2,"Baseline","tam tercih",5.82,5.23,5.39,0,0,0,11,1,1.120130062,"Turkish"
"3366","TT04","M",22,60,2,"Baseline","geniş hukuk",5.43,5.21,5.5,0,2.7,0,10,1,0.869805098,"Turkish"
"3367","TT04","M",22,60,1,"Baseline","yeşil konu",5.11,5.33,6.32,0,0,0,9,1,1.070320845,"Turkish"
"3368","TT04","M",22,60,1,"Baseline","koca düşünce",4.98,5.19,5.6,0,0,0,11,1,0.81953001,"Turkish"
"3369","TT04","M",22,60,1,"Baseline","yasal öğrenci",5,5.1,5.71,0,0,0,12,1,0.986598015,"Turkish"
"3370","TT04","M",22,60,2,"Baseline","uzak üretim",5.27,5.42,5.7,0,0,0,10,1,0.953402996,"Turkish"
"3371","TT04","M",22,60,1,"Baseline","geleneksel göz",5.08,5.49,5.11,0,0,0,13,1,1.020040035,"Turkish"
"3372","TT04","M",22,60,1,"Baseline","hafif ülke",5,5.42,6.24,0,0,0,9,1,1.019852161,"Turkish"
"3373","TT04","M",22,60,1,"Baseline","basit hafta",5.08,5.34,5.53,0,0,0,10,1,0.93631506,"Turkish"
"3374","TT04","M",22,60,1,"Baseline","merkez yemek",5.2,5.27,5.54,0,0,0,10,1,1.022231102,"Turkish"
"3375","TT04","M",22,60,2,"Baseline","ince sonuç",5.22,5.29,6.04,0,0,0,9,1,1.121125937,"Turkish"
"3376","TT05","M",20,53.75,2,"High_freq","genç adam",5.61,5.69,6.02,4.22,4.44,7.35,8,1,1.354216814,"Turkish"
"3377","TT05","M",20,53.75,1,"High_freq","sivil toplum",5.09,5.36,5.91,4.67,4.79,10.01,11,1,0.853864193,"Turkish"
"3378","TT05","M",20,53.75,1,"High_freq","ertesi gün",4.99,6.03,6.39,4.77,4.86,8.19,9,1,0.752070904,"Turkish"
"3379","TT05","M",20,53.75,2,"High_freq","milli eğitim",5.45,5.7,5.9,4.61,4.65,8.66,11,1,0.854175091,"Turkish"
"3380","TT05","M",20,53.75,1,"High_freq","batı avrupa",5.32,5.57,5.57,4.12,4.12,7.49,10,1,1.019598961,"Turkish"
"3381","TT05","M",20,53.75,2,"High_freq","soğuk savaş",5.13,5.36,5.71,4.13,4.15,8.18,10,1,1.020824194,"Turkish"
"3382","TT05","M",20,53.75,1,"High_freq","yerel yönetim",5.23,5.38,5.79,4.16,4.75,8.21,12,1,0.853623152,"Turkish"
"3383","TT05","M",20,53.75,1,"High_freq","bilimsel araştırma",5.08,5.29,5.45,3.72,3.72,7.04,17,1,1.037105083,"Turkish"
"3384","TT05","M",20,53.75,1,"High_freq","uzun dönem",5.84,5.21,6.03,3.99,4.42,7.58,9,1,0.820600033,"Turkish"
"3385","TT05","M",20,53.75,1,"High_freq","dış ticaret",5.52,5.25,5.44,4.59,4.75,9.83,10,1,0.752138138,"Turkish"
"3386","TT05","M",20,53.75,2,"High_freq","erken seçim",5.11,5.18,5.64,3.64,4.07,7.12,10,1,0.854927063,"Turkish"
"3387","TT05","M",20,53.75,2,"High_freq","orta sınıf",5.42,5.15,5.61,3.87,4.19,7.78,9,1,0.987849951,"Turkish"
"3388","TT05","M",20,53.75,1,"High_freq","kimyasal madde",4.76,5.16,5.75,3.56,4.07,7.01,13,1,0.802868128,"Turkish"
"3389","TT05","M",20,53.75,2,"High_freq","genel başkan",5.86,5.16,5.75,4.43,4.88,9.12,11,1,0.667386055,"Turkish"
"3390","TT05","M",20,53.75,1,"High_freq","yakın ilişki",5.58,5.17,5.94,3.84,4.3,7,11,1,1.119521141,"Turkish"
"3391","TT05","M",20,53.75,1,"High_freq","yabancı sermaye",5.48,5.24,5.42,4.25,4.42,8.75,14,1,1.720546007,"Turkish"
"3392","TT05","M",20,53.75,2,"High_freq","sosyal güvenlik",5.67,5.29,5.43,4.65,4.7,9.82,14,1,1.403198004,"Turkish"
"3393","TT05","M",20,53.75,1,"High_freq","geçen yıl",5.62,5.88,6.45,4.66,4.89,8.21,8,1,0.717851877,"Turkish"
"3394","TT05","M",20,53.75,1,"High_freq","kısa süre",5.62,5.65,5.89,4.81,5.09,9.41,8,1,1.304039001,"Turkish"
"3395","TT05","M",20,53.75,1,"High_freq","Küçük kız",5.85,5.54,5.74,4.25,4.52,7.7,8,1,0.636887074,"Turkish"
"3396","TT05","M",20,53.75,1,"High_freq","yoğun bakım",5.21,4.52,5.54,3.46,3.78,8.03,10,1,0.752722979,"Turkish"
"3397","TT05","M",20,53.75,1,"High_freq","olumlu yanıt",5.21,4.99,5.26,3.59,3.63,7.42,11,1,0.787045956,"Turkish"
"3398","TT05","M",20,53.75,1,"High_freq","ağır ceza",5.42,5.03,5.38,3.89,4.2,8.11,8,1,0.700789213,"Turkish"
"3399","TT05","M",20,53.75,1,"High_freq","serbest meslek",5.17,5.03,5.32,3.57,3.63,7.27,13,1,0.986515999,"Turkish"
"3400","TT05","M",20,53.75,2,"High_freq","yüksek faiz",5.79,5,5.2,3.73,4.03,7.16,10,1,0.987560987,"Turkish"
"3401","TT05","M",20,53.75,2,"High_freq","kırmızı şarap",5.15,4.59,4.81,3.36,3.53,7.66,12,1,0.73713088,"Turkish"
"3402","TT05","M",20,53.75,1,"Low_freq","güçlü kadın",5.33,5.79,6.17,3.16,3.56,3.6,10,1,1.054085016,"Turkish"
"3403","TT05","M",20,53.75,1,"Low_freq","küresel dünya",4.87,5.78,6.21,3.07,3.47,3.38,12,1,0.803697109,"Turkish"
"3404","TT05","M",20,53.75,2,"Low_freq","yalnız çocuk",5.46,5.67,6.23,3.49,3.71,3.57,11,1,0.720701933,"Turkish"
"3405","TT05","M",20,53.75,2,"Low_freq","çabuk karar",4.96,5.58,5.93,3.06,3.2,3.98,10,1,0.987845898,"Turkish"
"3406","TT05","M",20,53.75,1,"Low_freq","kötü durum",5.46,5.51,6.09,3.2,4.06,4.5,9,1,1.120864868,"Turkish"
"3407","TT05","M",20,53.75,2,"Low_freq","acı haber",5.16,5.34,5.72,2.85,3.3,3.98,8,1,0.819498062,"Turkish"
"3408","TT05","M",20,53.75,2,"Low_freq","görsel sanat",4.51,5.31,5.59,2.51,3.31,3.1,11,1,1.456277847,"Turkish"
"3409","TT05","M",20,53.75,2,"Low_freq","nitelikli işçi",4.53,5.25,5.51,2.69,2.81,3.87,13,1,0.969081879,"Turkish"
"3410","TT05","M",20,53.75,1,"Low_freq","sürekli görev",5.5,5.24,5.74,2.77,3.17,3.8,12,1,1.437151909,"Turkish"
"3411","TT05","M",20,53.75,2,"Low_freq","askeri destek",5.31,5.2,5.45,2.78,3.13,4.09,12,1,1.253836155,"Turkish"
"3412","TT05","M",20,53.75,1,"Low_freq","kalın kitap",4.79,5.3,5.87,2.69,3.23,3.66,10,1,0.969659805,"Turkish"
"3413","TT05","M",20,53.75,1,"Low_freq","yanlış tercih",5.38,5.23,5.39,2.56,2.95,3.26,12,1,0.851770163,"Turkish"
"3414","TT05","M",20,53.75,2,"Low_freq","ulusal hukuk",5.35,5.21,5.5,2.89,3.35,4.4,11,1,1.436717033,"Turkish"
"3415","TT05","M",20,53.75,2,"Low_freq","belirli konu",5.23,5.33,6.32,2.74,3.64,3.61,11,1,0.803812981,"Turkish"
"3416","TT05","M",20,53.75,1,"Low_freq","farklı düşünce",5.79,5.19,5.6,3.04,3.6,4.5,13,1,0.987537861,"Turkish"
"3417","TT05","M",20,53.75,2,"Low_freq","kolay iletisim",5.4,5.2,5.34,2.75,2.85,3.94,13,1,1.137659073,"Turkish"
"3418","TT05","M",20,53.75,2,"Low_freq","ilgili öğrenci",5.92,5.1,5.71,2.88,3.84,3.97,13,1,1.219716072,"Turkish"
"3419","TT05","M",20,53.75,1,"Low_freq","fazla üretim",5.88,5.42,5.7,3.21,3.55,4.5,11,1,1.171041012,"Turkish"
"3420","TT05","M",20,53.75,2,"Low_freq","güzel göz",5.84,5.49,5.11,2.97,3.95,3.59,8,1,0.920007944,"Turkish"
"3421","TT05","M",20,53.75,2,"Low_freq","tüm hafta",5.88,5.34,5.53,2.94,3.15,3.78,8,1,1.436911106,"Turkish"
"3422","TT05","M",20,53.75,2,"Low_freq","ana yemek",5.47,5.27,5.54,3.737987326,2.87,4.49,8,1,0.987968922,"Turkish"
"3423","TT05","M",20,53.75,1,"Low_freq","ortak sonuç",5.43,5.29,6.04,2.74,3.41,3.64,10,1,0.821058035,"Turkish"
"3424","TT05","M",20,53.75,1,"Baseline","kuzey adam",5.09,5.69,6.02,0,0,0,9,1,0.88796401,"Turkish"
"3425","TT05","M",20,53.75,2,"Baseline","hızlı toplum",5.31,5.36,5.91,0,3.03,0,11,1,1.65068388,"Turkish"
"3426","TT05","M",20,53.75,1,"Baseline","kara eğitim",5.22,5.7,5.9,0,0,0,10,1,1.853375912,"Turkish"
"3427","TT05","M",20,53.75,1,"Baseline","mümkün avrupa",5.56,5.57,5.57,0,2.88,0,12,1,0.953680038,"Turkish"
"3428","TT05","M",20,53.75,1,"Baseline","uygun savaş",5.64,5.36,5.71,0,0,0,10,1,0.937012911,"Turkish"
"3429","TT05","M",20,53.75,2,"Baseline","hoş yönetim",5.09,5.38,5.79,0,0,0,10,1,2.137138128,"Turkish"
"3430","TT05","M",20,53.75,2,"Baseline","canlı araştırma",5.06,5.29,5.45,0,0,0,14,1,1.503396034,"Turkish"
"3431","TT05","M",20,53.75,2,"Baseline","ünlü dönem",5.21,5.21,6.03,0,3.55,0,9,1,0.987136126,"Turkish"
"3432","TT05","M",20,53.75,2,"Baseline","derin ticaret",5.23,5.25,5.44,0,0,0,12,1,1.502362013,"Turkish"
"3433","TT05","M",20,53.75,1,"Baseline","geçici seçim",4.89,5.18,5.64,0,2.46,0,12,1,1.618294954,"Turkish"
"3434","TT05","M",20,53.75,1,"Baseline","açık sınıf",5.65,5.15,5.61,0,0,0,9,1,1.570738792,"Turkish"
"3435","TT05","M",20,53.75,2,"Baseline","yaşlı madde",5.18,5.16,5.75,0,0,0,10,1,1.051698923,"Turkish"
"3436","TT05","M",20,53.75,2,"Baseline","beyaz ilişki",5.34,5.17,5.94,0,0,0,11,1,1.420693874,"Turkish"
"3437","TT05","M",20,53.75,2,"Baseline","yazılı sermaye",4.99,5.24,5.42,0,0,0,13,1,2.288158894,"Turkish"
"3438","TT05","M",20,53.75,1,"Baseline","demokratik güvenlik",5.1,5.29,5.43,0,2.36,0,18,1,1.302583933,"Turkish"
"3439","TT05","M",20,53.75,2,"Baseline","gerçek yıl",5.57,5.88,6.45,0,0,0,9,1,1.087059021,"Turkish"
"3440","TT05","M",20,53.75,1,"Baseline","hazır süre",5.15,5.65,5.89,0,2.7,0,9,1,1.070599079,"Turkish"
"3441","TT05","M",20,53.75,2,"Baseline","egemen kız",4.93,5.54,5.74,0,0,0,9,1,1.135730028,"Turkish"
"3442","TT05","M",20,53.75,2,"Baseline","karanlık bakım",5,4.52,5.54,0,0,0,13,1,1.437343836,"Turkish"
"3443","TT05","M",20,53.75,2,"Baseline","Kültürel yanıt",5.2,4.99,5.26,0,0,0,13,1,1.588132858,"Turkish"
"3444","TT05","M",20,53.75,2,"Baseline","boş ceza",5.25,5.03,5.38,0,0,0,7,1,1.354470968,"Turkish"
"3445","TT05","M",20,53.75,2,"Baseline","emin meslek",5.01,5.03,5.32,0,0,0,11,1,0.919599056,"Turkish"
"3446","TT05","M",20,53.75,1,"Baseline","çağdaş faiz",5.03,5,5.2,0,0,0,10,1,1.104098082,"Turkish"
"3447","TT05","M",20,53.75,1,"Baseline","zor şarap",5.46,4.59,4.81,0,0,0,10,1,0.937087059,"Turkish"
"3448","TT05","M",20,53.75,2,"Baseline","temel kadın",5.66,5.79,6.17,0,0,0,10,1,1.019636869,"Turkish"
"3449","TT05","M",20,53.75,2,"Baseline","sıcak dünya",5.21,5.78,6.21,0,0,0,8,1,1.404088974,"Turkish"
"3450","TT05","M",20,53.75,1,"Baseline","kesin çocuk",5.17,5.67,6.23,0,0,0,10,1,1.571146011,"Turkish"
"3451","TT05","M",20,53.75,1,"Baseline","temiz haber",4.87,5.34,5.72,0,0,0,10,1,1.353102922,"Turkish"
"3452","TT05","M",20,53.75,2,"Baseline","doğru hayat",5.96,5.35,6.03,0,3.63,0,10,1,1.203028917,"Turkish"
"3453","TT05","M",20,53.75,2,"Baseline","sert sanat",5.04,5.31,5.59,0,0,0,9,1,1.03680706,"Turkish"
"3454","TT05","M",20,53.75,1,"Baseline","büyük işçi",6.24,5.25,5.51,0,3.55,0,9,1,1.236085892,"Turkish"
"3455","TT05","M",20,53.75,2,"Baseline","mutlu vergi",5.24,5.27,5.49,0,0,0,10,1,0.886065006,"Turkish"
"3456","TT05","M",20,53.75,2,"Baseline","yavaş görev",5.35,5.24,5.74,0,0,0,10,1,0.987771034,"Turkish"
"3457","TT05","M",20,53.75,1,"Baseline","rahat destek",5.14,5.2,5.45,0,0,0,11,1,1.204708815,"Turkish"
"3458","TT05","M",20,53.75,2,"Baseline","doğal kitap",5.42,5.3,5.87,0,0,0,10,1,0.836928129,"Turkish"
"3459","TT05","M",20,53.75,2,"Baseline","tam tercih",5.82,5.23,5.39,0,0,0,11,1,1.270133018,"Turkish"
"3460","TT05","M",20,53.75,1,"Baseline","geniş hukuk",5.43,5.21,5.5,0,2.7,0,10,1,1.470779896,"Turkish"
"3461","TT05","M",20,53.75,1,"Baseline","yeşil konu",5.11,5.33,6.32,0,0,0,9,1,0.988633871,"Turkish"
"3462","TT05","M",20,53.75,2,"Baseline","koca düşünce",4.98,5.19,5.6,0,0,0,11,1,1.16966486,"Turkish"
"3463","TT05","M",20,53.75,1,"Baseline","eski iletişim",5.74,5.2,5.34,0,2.77,0,12,1,1.153011084,"Turkish"
"3464","TT05","M",20,53.75,1,"Baseline","yasal öğrenci",5,5.1,5.71,0,0,0,12,1,1.453004837,"Turkish"
"3465","TT05","M",20,53.75,2,"Baseline","uzak üretim",5.27,5.42,5.7,0,0,0,10,1,1.138298035,"Turkish"
"3466","TT05","M",20,53.75,1,"Baseline","geleneksel göz",5.08,5.49,5.11,0,0,0,13,1,1.253829002,"Turkish"
"3467","TT05","M",20,53.75,2,"Baseline","hafif ülke",5,5.42,6.24,0,0,0,9,1,0.969135046,"Turkish"
"3468","TT05","M",20,53.75,1,"Baseline","basit hafta",5.08,5.34,5.53,0,0,0,10,1,1.054222107,"Turkish"
"3469","TT05","M",20,53.75,1,"Baseline","bütün örnek",6.08,5.32,5.67,0,3.44,0,10,1,1.486854076,"Turkish"
"3470","TT05","M",20,53.75,1,"Baseline","merkez yemek",5.2,5.27,5.54,0,0,0,10,1,1.186153889,"Turkish"
"3471","TT05","M",20,53.75,2,"Baseline","ince sonuç",5.22,5.29,6.04,0,0,0,9,1,1.920524836,"Turkish"
"3472","TT06","M",21,55,2,"High_freq","genç adam",5.61,5.69,6.02,4.22,4.44,7.35,8,1,0.734269857,"Turkish"
"3473","TT06","M",21,55,2,"High_freq","sivil toplum",5.09,5.36,5.91,4.67,4.79,10.01,11,1,0.936865091,"Turkish"
"3474","TT06","M",21,55,1,"High_freq","ertesi gün",4.99,6.03,6.39,4.77,4.86,8.19,9,1,1.354186058,"Turkish"
"3475","TT06","M",21,55,1,"High_freq","milli eğitim",5.45,5.7,5.9,4.61,4.65,8.66,11,1,0.683964968,"Turkish"
"3476","TT06","M",21,55,2,"High_freq","batı avrupa",5.32,5.57,5.57,4.12,4.12,7.49,10,1,1.00285387,"Turkish"
"3477","TT06","M",21,55,2,"High_freq","soğuk savaş",5.13,5.36,5.71,4.13,4.15,8.18,10,1,1.320654869,"Turkish"
"3478","TT06","M",21,55,1,"High_freq","yerel yönetim",5.23,5.38,5.79,4.16,4.75,8.21,12,1,0.934849977,"Turkish"
"3479","TT06","M",21,55,2,"High_freq","bilimsel araştırma",5.08,5.29,5.45,3.72,3.72,7.04,17,1,1.855319977,"Turkish"
"3480","TT06","M",21,55,2,"High_freq","uzun dönem",5.84,5.21,6.03,3.99,4.42,7.58,9,1,0.837415934,"Turkish"
"3481","TT06","M",21,55,1,"High_freq","dış ticaret",5.52,5.25,5.44,4.59,4.75,9.83,10,1,0.903698921,"Turkish"
"3482","TT06","M",21,55,2,"High_freq","erken seçim",5.11,5.18,5.64,3.64,4.07,7.12,10,1,1.154428005,"Turkish"
"3483","TT06","M",21,55,1,"High_freq","orta sınıf",5.42,5.15,5.61,3.87,4.19,7.78,9,1,0.820281982,"Turkish"
"3484","TT06","M",21,55,1,"High_freq","kimyasal madde",4.76,5.16,5.75,3.56,4.07,7.01,13,1,0.903230906,"Turkish"
"3485","TT06","M",21,55,1,"High_freq","genel başkan",5.86,5.16,5.75,4.43,4.88,9.12,11,1,1.100836039,"Turkish"
"3486","TT06","M",21,55,2,"High_freq","yakın ilişki",5.58,5.17,5.94,3.84,4.3,7,11,1,2.805783987,"Turkish"
"3487","TT06","M",21,55,2,"High_freq","yabancı sermaye",5.48,5.24,5.42,4.25,4.42,8.75,14,1,1.419586897,"Turkish"
"3488","TT06","M",21,55,1,"High_freq","sosyal güvenlik",5.67,5.29,5.43,4.65,4.7,9.82,14,1,0.838059187,"Turkish"
"3489","TT06","M",21,55,2,"High_freq","geçen yıl",5.62,5.88,6.45,4.66,4.89,8.21,8,1,1.071563005,"Turkish"
"3490","TT06","M",21,55,2,"High_freq","kısa süre",5.62,5.65,5.89,4.81,5.09,9.41,8,1,1.254204988,"Turkish"
"3491","TT06","M",21,55,2,"High_freq","Küçük kız",5.85,5.54,5.74,4.25,4.52,7.7,8,1,1.053109169,"Turkish"
"3492","TT06","M",21,55,1,"High_freq","yoğun bakım",5.21,4.52,5.54,3.46,3.78,8.03,10,1,0.886934996,"Turkish"
"3493","TT06","M",21,55,2,"High_freq","olumlu yanıt",5.21,4.99,5.26,3.59,3.63,7.42,11,1,2.987632036,"Turkish"
"3494","TT06","M",21,55,2,"High_freq","ağır ceza",5.42,5.03,5.38,3.89,4.2,8.11,8,1,1.186634064,"Turkish"
"3495","TT06","M",21,55,1,"High_freq","serbest meslek",5.17,5.03,5.32,3.57,3.63,7.27,13,1,0.834161043,"Turkish"
"3496","TT06","M",21,55,1,"High_freq","yüksek faiz",5.79,5,5.2,3.73,4.03,7.16,10,1,1.053400993,"Turkish"
"3497","TT06","M",21,55,1,"High_freq","kırmızı şarap",5.15,4.59,4.81,3.36,3.53,7.66,12,1,0.817557096,"Turkish"
"3498","TT06","M",21,55,1,"Low_freq","güçlü kadın",5.33,5.79,6.17,3.16,3.56,3.6,10,1,0.953606129,"Turkish"
"3499","TT06","M",21,55,2,"Low_freq","küresel dünya",4.87,5.78,6.21,3.07,3.47,3.38,12,1,1.070842028,"Turkish"
"3500","TT06","M",21,55,1,"Low_freq","yalnız çocuk",5.46,5.67,6.23,3.49,3.71,3.57,11,1,1.138085842,"Turkish"
"3501","TT06","M",21,55,1,"Low_freq","çabuk karar",4.96,5.58,5.93,3.06,3.2,3.98,10,1,1.017974854,"Turkish"
"3502","TT06","M",21,55,1,"Low_freq","kötü durum",5.46,5.51,6.09,3.2,4.06,4.5,9,1,1.103605986,"Turkish"
"3503","TT06","M",21,55,1,"Low_freq","acı haber",5.16,5.34,5.72,2.85,3.3,3.98,8,1,1.055969,"Turkish"
"3504","TT06","M",21,55,2,"Low_freq","siyasi hayat",5.45,5.35,6.03,2.75,3.83,3.52,11,1,1.586807013,"Turkish"
"3505","TT06","M",21,55,1,"Low_freq","görsel sanat",4.51,5.31,5.59,2.51,3.31,3.1,11,1,1.070245028,"Turkish"
"3506","TT06","M",21,55,1,"Low_freq","nitelikli işçi",4.53,5.25,5.51,2.69,2.81,3.87,13,1,1.570025921,"Turkish"
"3507","TT06","M",21,55,1,"Low_freq","haksız vergi",4.62,5.27,5.49,4.14,2.9,3.64,11,1,1.520766974,"Turkish"
"3508","TT06","M",21,55,1,"Low_freq","sürekli görev",5.5,5.24,5.74,2.77,3.17,3.8,12,1,1.420682192,"Turkish"
"3509","TT06","M",21,55,1,"Low_freq","askeri destek",5.31,5.2,5.45,2.78,3.13,4.09,12,1,1.969949007,"Turkish"
"3510","TT06","M",21,55,2,"Low_freq","yanlış tercih",5.38,5.23,5.39,2.56,2.95,3.26,12,1,2.705705881,"Turkish"
"3511","TT06","M",21,55,2,"Low_freq","ulusal hukuk",5.35,5.21,5.5,2.89,3.35,4.4,11,1,1.235033989,"Turkish"
"3512","TT06","M",21,55,1,"Low_freq","belirli konu",5.23,5.33,6.32,2.74,3.64,3.61,11,1,0.952685833,"Turkish"
"3513","TT06","M",21,55,1,"Low_freq","farklı düşünce",5.79,5.19,5.6,3.04,3.6,4.5,13,1,0.987159014,"Turkish"
"3514","TT06","M",21,55,1,"Low_freq","kolay iletisim",5.4,5.2,5.34,2.75,2.85,3.94,13,1,1.050766945,"Turkish"
"3515","TT06","M",21,55,1,"Low_freq","ilgili öğrenci",5.92,5.1,5.71,2.88,3.84,3.97,13,1,1.534601927,"Turkish"
"3516","TT06","M",21,55,1,"Low_freq","fazla üretim",5.88,5.42,5.7,3.21,3.55,4.5,11,1,1.336638927,"Turkish"
"3517","TT06","M",21,55,1,"Low_freq","güzel göz",5.84,5.49,5.11,2.97,3.95,3.59,8,1,1.604213953,"Turkish"
"3518","TT06","M",21,55,2,"Low_freq","tüm hafta",5.88,5.34,5.53,2.94,3.15,3.78,8,1,1.604899883,"Turkish"
"3519","TT06","M",21,55,1,"Low_freq","özel örnek",5.89,5.32,5.67,2.88,3.17,3.61,9,1,1.254186869,"Turkish"
"3520","TT06","M",21,55,1,"Low_freq","ana yemek",5.47,5.27,5.54,3.737987326,2.87,4.49,8,1,0.736655951,"Turkish"
"3521","TT06","M",21,55,1,"Low_freq","ortak sonuç",5.43,5.29,6.04,2.74,3.41,3.64,10,1,1.20311594,"Turkish"
"3522","TT06","M",21,55,1,"Baseline","kuzey adam",5.09,5.69,6.02,0,0,0,9,1,1.103645086,"Turkish"
"3523","TT06","M",21,55,1,"Baseline","hızlı toplum",5.31,5.36,5.91,0,3.03,0,11,1,1.269701004,"Turkish"
"3524","TT06","M",21,55,2,"Baseline","kara eğitim",5.22,5.7,5.9,0,0,0,10,1,1.435283899,"Turkish"
"3525","TT06","M",21,55,1,"Baseline","mümkün avrupa",5.56,5.57,5.57,0,2.88,0,12,1,1.370453119,"Turkish"
"3526","TT06","M",21,55,1,"Baseline","uygun savaş",5.64,5.36,5.71,0,0,0,10,1,1.137176991,"Turkish"
"3527","TT06","M",21,55,2,"Baseline","hoş yönetim",5.09,5.38,5.79,0,0,0,10,1,1.08716917,"Turkish"
"3528","TT06","M",21,55,1,"Baseline","ünlü dönem",5.21,5.21,6.03,0,3.55,0,9,1,2.120672941,"Turkish"
"3529","TT06","M",21,55,2,"Baseline","derin ticaret",5.23,5.25,5.44,0,0,0,12,1,1.954219103,"Turkish"
"3530","TT06","M",21,55,2,"Baseline","açık sınıf",5.65,5.15,5.61,0,0,0,9,1,1.554142952,"Turkish"
"3531","TT06","M",21,55,2,"Baseline","yaşlı madde",5.18,5.16,5.75,0,0,0,10,1,1.470690966,"Turkish"
"3532","TT06","M",21,55,2,"Baseline","önemli başkan",6.07,5.16,5.75,0,0,0,12,1,1.553673029,"Turkish"
"3533","TT06","M",21,55,1,"Baseline","yazılı sermaye",4.99,5.24,5.42,0,0,0,13,1,2.288388968,"Turkish"
"3534","TT06","M",21,55,2,"Baseline","demokratik güvenlik",5.1,5.29,5.43,0,2.36,0,18,1,1.520944834,"Turkish"
"3535","TT06","M",21,55,1,"Baseline","gerçek yıl",5.57,5.88,6.45,0,0,0,9,1,1.670068026,"Turkish"
"3536","TT06","M",21,55,1,"Baseline","hazır süre",5.15,5.65,5.89,0,2.7,0,9,1,1.522152185,"Turkish"
"3537","TT06","M",21,55,1,"Baseline","egemen kız",4.93,5.54,5.74,0,0,0,9,1,1.502956867,"Turkish"
"3538","TT06","M",21,55,2,"Baseline","karanlık bakım",5,4.52,5.54,0,0,0,13,1,2.704530001,"Turkish"
"3539","TT06","M",21,55,1,"Baseline","Kültürel yanıt",5.2,4.99,5.26,0,0,0,13,1,2.254229069,"Turkish"
"3540","TT06","M",21,55,1,"Baseline","boş ceza",5.25,5.03,5.38,0,0,0,7,1,1.218386889,"Turkish"
"3541","TT06","M",21,55,2,"Baseline","emin meslek",5.01,5.03,5.32,0,0,0,11,1,2.135653019,"Turkish"
"3542","TT06","M",21,55,2,"Baseline","çağdaş faiz",5.03,5,5.2,0,0,0,10,1,1.269811153,"Turkish"
"3543","TT06","M",21,55,2,"Baseline","zor şarap",5.46,4.59,4.81,0,0,0,10,1,0.886945963,"Turkish"
"3544","TT06","M",21,55,2,"Baseline","temel kadın",5.66,5.79,6.17,0,0,0,10,1,1.654264927,"Turkish"
"3545","TT06","M",21,55,1,"Baseline","sıcak dünya",5.21,5.78,6.21,0,0,0,8,1,1.420275927,"Turkish"
"3546","TT06","M",21,55,2,"Baseline","kesin çocuk",5.17,5.67,6.23,0,0,0,10,1,0.986279964,"Turkish"
"3547","TT06","M",21,55,2,"Baseline","bağlı karar",5.58,5.58,5.93,0,3.39,0,9,1,2.085322857,"Turkish"
"3548","TT06","M",21,55,2,"Baseline","temiz haber",4.87,5.34,5.72,0,0,0,10,1,1.854808092,"Turkish"
"3549","TT06","M",21,55,1,"Baseline","doğru hayat",5.96,5.35,6.03,0,3.63,0,10,1,1.137188911,"Turkish"
"3550","TT06","M",21,55,2,"Baseline","sert sanat",5.04,5.31,5.59,0,0,0,9,1,1.872028112,"Turkish"
